report_id,date,site,department,report_text,is_synthetic
ff6ac80e-bad5-4123-b05b-b31445b39031,2020-02-17,Oil Well Drilling Service,Drilling,Employee Lacerates And Fractures Fingers When Hand Is Caught,False
1c48c850-b349-453e-8718-b471ee247cbd,2020-03-22,Bongaigaon Refinery,Refinery & Processing,High-pressure steam trap bypass valve stuck open during boiler tube maintenance.,False
cbeb9319-7ec7-4944-a47c-4f76d98a5028,2020-04-03,Drilling Rig,Drilling,Two Employees Sustain Burns When Spark Starts Oil Rig Fire,False
86fa7c7c-e722-4e93-888e-2b60c05452f8,2020-04-20,Oil Well Drilling Service,Drilling,Employee Fractures Leg In Fall Into Pier Hole,False
cd7f7446-cdfe-4b93-bae9-91063e597250,2020-05-18,Guwahati-Siliguri Pipeline,Pipeline Operations,Grinding spark ignited residual kerosene vapor near pig launcher barrel.,False
486a5ac3-deda-4eda-af58-2bfaecbf80ef,2020-07-01,Oil Well Drilling Service,Drilling,Employee On Road Crew Is Killed When Caught Between School B,False
a8997adb-b997-4a62-bc38-6cbee03e224c,2020-07-10,Oil Well Drilling Service,Drilling,Employee's Hip Is Fractured When Struck By Falling Equipment,False
98ea1f55-31e9-43e8-b145-4432afd277d3,2020-07-15,LPG Bottling Plant Hazira,Storage & Handling,LPG liquid leak from flange joint during tanker offloading ignited near pump room.,False
b9de35cb-1f35-4af6-b84d-4118f1e503ee,2020-09-26,Oil Well Drilling Service,Drilling,Employee Fractures Leg And Back When Struck By Block And Fal,False
ffdf73cd-a0a3-40aa-8435-1a71bc960b98,2020-10-05,Drilling Rig,Drilling,Employee Amputates Fingertip When Caught In Turbo Drill Rig,False
d1e88cc0-74cb-4c39-9421-e6025bc79ee5,2020-10-05,Rig 1 Sibsagar Assam,Drilling & Exploration,Pulsation dampener connection thread stripped on mud pump discharge manifold.,False
039862ca-5e3a-4101-a445-f2a9f7ac4533,2020-10-26,Drilling Rig,Drilling,Employee Suffers Partial Amputation Of Right Index Finger Wh,False
2ac3320f-24c7-4a09-8a3e-00bd097dceab,2020-12-01,Mumbai High Offshore Platform,Offshore & Marine,Derrick crane wire rope snapped due to hidden internal corrosion past inspection due date.,False
8be5b14e-3a45-45ef-9f65-6f83d91bbe57,2021-01-06,Oil Well Drilling Service,Drilling,"Employee Incurs Injuries When Caught In Rotating Auger, Late",False
587c6b37-515e-4173-8c00-1988f7e327fb,2021-01-21,Drilling Rig,Drilling,Employee Is Killed When Caught Between Service Rig And Wellh,False
ecd1e600-6892-4cda-a108-7d6bcb89ab5a,2021-02-15,Moran Oil Field Depot,Storage & Handling,Bowser moved away from loading bay before disconnecting vapor recovery hose.,False
a6be0107-6244-41ee-80d7-b7ffe23b7219,2021-02-24,Oil Well Drilling Service,Drilling,Employee Fractures Cheek Bone When Struck By Ball Valve,False
a1151aa4-4c2d-4e46-a9b2-55140917dd63,2021-04-10,Barauni-Kanpur Pipeline,Pipeline Operations,Maintenance started on pump without applying Lockout/Tagout (LOTO) key locks.,False
6e0a1e30-3c13-4ee6-8b2d-8cfc99d6e3e3,2021-05-14,Oil Well Drilling Service,Drilling,Employee Burns Leg And Buttocks When Struck By Hot Water And,False
b173fd15-6ef5-43e9-9c47-12a03d991c5d,2021-06-12,Numaligarh Pipeline Sec 2,Pipeline Operations,Crane synthetic sling tore while lifting 18-inch coated steel pipe section.,False
b45b68d1-c6ec-493d-b9e7-b6840d302074,2021-07-21,Drilling Rig,Drilling,Employee Is Killed When Crushed By Rig Floor,False
13855527-0c0d-4364-9fec-698b5c18baa2,2021-07-30,Guwahati Refinery,Refinery & Processing,Technician entered vessel without testing oxygen levels or posting standby observer.,False
3fe3cf3e-e86f-4e06-809d-5aabca84daf1,2021-09-22,Guwahati Refinery,Refinery & Processing,H2S gas leak in stripper area; contractor entered without 4-gas monitor or SCBA.,False
e045418a-2a76-4ab4-aa62-213217637373,2021-10-01,Oil Well Drilling Service,Drilling,Employee Is Struck On Chest By Rotating Tongs And Is Killed,False
918448bd-d890-4ea8-9965-6f7a784c064e,2021-10-05,Rig 1 Sibsagar Assam,Drilling & Exploration,Pulsation dampener connection thread stripped on mud pump discharge manifold.,False
d86c1192-3d62-4381-ab5e-f87b5cbe6ce8,2021-11-19,Rig 4 Duliajan Assam,Drilling & Exploration,Drilling fluid density dropped below safe threshold during tripping out activity.,False
88fa0bc8-0649-4657-b51e-19e745ee0ae8,2022-01-03,Oil Well Drilling Service,Drilling,Employee Lacerates Liver When Caught Between St-80 And Mast,False
1a035451-64cb-4660-be48-7da747af432f,2022-01-07,Oil Well Drilling Service,Drilling,Employee Killed When Struck In Head By Drilling Pipe,False
5375ba04-0323-4baa-9661-cfed20217d5e,2022-01-14,Jorhat Field Rig 1,Drilling & Exploration,Annular BOP hydraulic control valve left in neutral position during drill pipe tripping.,False
69c9f553-30cd-4fe8-a729-66da20b10d2d,2022-01-17,Oil Well Drilling Service,Drilling,Employee Incurs Nerve Damage When Struck By Conduit,False
b38bdfc7-2063-479a-a57d-d5b91cf068b2,2022-02-28,Rig 3 Moran Assam,Drilling & Exploration,Derrickman slipped on oily platform; safety harness lanyard was anchored to non-rated pipe.,False
381332cd-7064-4498-b3e8-4511fddd5ba6,2022-04-12,Assam Trunk Pipeline Sec 4,Pipeline Operations,Trench wall collapsed over pipeline technicians due to missing soil shoring shields.,False
e60e21ea-ef1c-4087-af34-e81dc82c8fe1,2022-04-17,Oil Well Drilling Service,Drilling,Employee Is Killed When Struck By Tagline,False
1778a440-c32b-492f-9cbe-042377c8e85e,2022-05-30,Moran Oil Field Depot,Storage & Handling,Static spark ignited fumes during tank lorry loading due to bypassed earthing relay.,False
d125a890-6260-45c1-bff8-f88ea6375913,2022-06-29,Drilling Rig,Drilling,Employee Is Killed In Flash Fire Working On Workover Rig,False
1a76dfdd-2d10-43e0-820d-d54c964d0e65,2022-07-03,Drilling Rig,Drilling,Employee Is Killed In Fall From Derrick Board,False
32539d31-6487-4c76-a65a-502ea93e0ee5,2022-08-17,Oil Well Drilling Service,Drilling,Employee Is Killed When Crushed By Pump Jack Counterweights,False
e5a5fb60-315a-4950-8171-9abb83a1665a,2022-08-22,Duliajan Gas Gathering Station,Storage & Handling,Welding spark ignited gas pockets near open drain separator pit.,False
901b56a8-100f-4519-8699-efe023c7ab8d,2022-09-18,Guwahati Refinery,Refinery & Processing,H2S sensor alarmed during stripper pump maintenance; technician entered without SCBA set.,False
4975b6ea-c7db-4a8d-a673-9156a63d6996,2022-11-03,Oil Well Drilling Service,Drilling,Employee Is Killed By Electrocution,False
395db118-571d-4203-8a7f-f5fa2ce03eab,2022-11-04,KG Basin Offshore Rig,Offshore & Marine,10kg steel pin fell from derrick monkey board during heavy wind conditions.,False
e9c188d6-6e6c-4a95-b9c7-2e6994b49bee,2022-11-22,Oil Well Drilling Service,Drilling,Employee Is Killed When Struck By Motor Vehicle On Roadway,False
5b041eca-d452-47ae-9b80-6cc53f985a68,2022-12-16,Oil Well Drilling Service,Drilling,Employee Fracture Leg In Fall,False
23265483-12c1-485d-9f27-982288d70be4,2023-03-11,Digboi Refinery Assam,Refinery & Processing,Electrician received mild shock from 415V MCC panel due to incomplete electrical LOTO.,False
6333a0c7-ba1a-4b8a-baa4-c671213e7e51,2023-05-19,Oil Well Drilling Service,Drilling,Worker Electrocuted By Power Line,False
547f60f9-d2d9-404c-9b97-c8a318fe7739,2023-06-20,Rig 2 Jorhat Assam,Drilling & Exploration,Floor hand stood in line-of-fire while making up drill collar using hydraulic tongs.,False
e744a66c-c556-4096-9320-075a5993ac73,2023-07-04,Rig 1 Sibsagar Assam,Drilling & Exploration,Annular BOP hydraulic control valve left in neutral position during drill pipe tripping.,False
205ba3b0-4965-4f3e-87d8-154c39423033,2023-07-14,Drilling Rig,Offshore Operations,Employee Is Killed When Knocked Off Rig Platform By Travelin,False
e15583fe-be48-439f-bee7-38342cc1d620,2023-07-20,Oil Well Drilling Service,Drilling,Employee Is Killed In Fall Due To Rupture Of Pressurized Hos,False
082c98f6-ebeb-4dbc-aae5-bf3ab4ad3757,2023-08-01,Drilling Rig,Drilling,Employee Is Killed When Struck By Swing Frame Of Drill Rig E,False
4931f958-ce83-4d7a-ac18-75a116a86e5f,2023-08-18,Guwahati-Siliguri Pipeline,Pipeline Operations,Pig receiver door opened without verifying Double Block and Bleed (DBB) isolation.,False
bbf7c757-9b44-4a57-b49b-92f6f162282a,2023-09-14,Naharkatia Pipeline Sec 1,Pipeline Operations,Pinhole leak detected on 8-inch gas trunkline during pigging inspection.,False
f302749e-fd17-42da-81cd-eb9221d752f5,2023-10-22,Moran Crude Oil Terminal,Storage & Handling,Static spark ignited hydrocarbon vapors during tank lorry loading due to bypassed earthing jumper.,False
c987cd62-2a46-4ebe-b198-3ff457116d6f,2023-11-05,Rig 4 Duliajan Assam,Drilling & Exploration,High pressure mud hose sheared due to worn whip-check clamp during deep drilling.,False
cd50c938-93d8-4f5a-825d-436744ac01c3,2023-11-18,Oil Well Drilling Service,Drilling,Employee Fatally Crushed By Pipe,False
cef04cb5-0833-4a62-865e-ce27b0e6bb6d,2023-12-01,Numaligarh Crude Depot,Storage & Handling,Tank bottom drain valve flange gasket ruptured during thermal expansion test.,False
61d78c6a-e29c-4542-b29e-4264a8a5a521,2024-01-20,Guwahati-Siliguri Pipeline,Pipeline Operations,Pig receiver door opened without verifying Double Block and Bleed (DBB) isolation.,False
03e5734b-bb16-499a-923c-8c1273bfcc07,2024-02-05,Oil Well Drilling Service,Drilling,Employee Is Killed When Pinned By Traveling Blocks,False
9036e48e-24c4-45a9-a37b-cafbbb51ebe3,2024-02-10,Bongaigaon Refinery,Refinery & Processing,Caustic soda splash occurred during pump seal replacement without wearing full face shield.,False
594af027-3c38-42e3-8d0d-bbfd015b0461,2024-02-14,Oil Well Drilling Service,Drilling,Worker Struck By Falling Object And Killed,False
a86948aa-9666-4ea0-a3ce-9d9b279360c8,2024-03-12,Digboi Refinery Assam,Refinery & Processing,Flash fire occurred during hot work near drainage sump due to lack of gas testing.,False
7540b0e5-8cfa-4c02-af4b-aea8417a8589,2024-05-18,Rig 3 Moran Assam,Drilling & Exploration,Travelling block wire rope slipped from drum sheaves during tripping operations.,False
bbe483cb-df7c-4dc9-aec0-79968e81cdaf,2024-06-04,Drilling Rig,Drilling,Employee Dies After Fall And Crushed By Toppled Oil Derrick,False
e00cdff2-8ba9-4729-bfa7-c0f50a478605,2024-06-15,Duliajan Field Rig 4,Drilling & Exploration,High pressure mud hose sheared due to worn whip-check clamp during deep drilling.,False
c9ead7c7-c1e6-45b9-b020-4ec93f3824ce,2024-07-11,Oil Well Drilling Service,Drilling,Employee Killed In Blowout Event,False
